,ticker,price,volatility,drift
636,SJI,35.099998,0.014053,0.000488
637,TRC,18.6,0.011963,0.000332
638,WSBF,16.91,0.009985,-0.000159
639,MAT,17.01,0.01741,-9e-05
640,CDE,3.265,0.029849,-0.000917
641,RLJE,6.25,0.026262,0.00144
642,BKRKY,15.1401,0.025111,0.000472
643,HOLX,74.620003,0.011614,0.000195
644,CREG,2.87,0.036492,-0.000904
645,EXAS,46.169998,0.028002,-0.000962
646,CEO,121.760002,0.019697,-9e-05
647,BZLFY,36.965,0.012582,0.000214
648,TZOO,4.6,0.031392,-0.001164
649,LVS,48.02,0.023159,0.00013
650,ANAC,10.05,0.002205,4.7e-05
651,NMI,9.0001,0.007391,-0.000382
652,SKYAY,87.160004,0.012368,0.000818
653,FDX,175.315002,0.016964,-0.000588
654,MEJHF,50.650002,0.00692,-0.00025
655,HTLF,47.205002,0.011749,5.8e-05
656,WGL,88.739998,0.003499,0.000177
657,PBH,61.490002,0.011549,0.000275
658,STAG,33.404999,0.011598,-8.6e-05
659,KSM,8.3635,0.007237,-0.000535
660,RLI,127.540001,0.012314,0.000328
661,SQM,93.75,0.024986,0.001246
662,MGA,59.360001,0.017078,-0.000486
663,JXHLY,6.57,0.019569,-0.00011
664,TAYD,12.79,0.016959,0.00024
665,RDHL,0.2061,0.061214,-0.002981
666,LTOUF,26.4,0.01593,0.000507
667,MARA,5.0799,0.05258,-0.001082
668,VBLT,0.1319,0.068801,-0.001561
669,IIF,24.7775,0.007407,3.7e-05
670,TEF,3.58,0.011782,-0.000303
671,SKT,18.594999,0.018493,0.000119
672,IMKTA,100.695,0.013268,0.00083
673,AON,304.5,0.011666,0.000402
674,SBR,84.760002,0.018341,0.001186
675,PNFP,75.639999,0.015283,-0.000111
676,AUBN,22.6511,0.014204,-0.000493
677,GOOD,19.24,0.011125,-0.000157
678,PDI,20.209999,0.007746,-0.00046
679,DAL,34.215,0.019855,-0.000155
680,UPS,181.160004,0.012549,-0.000125
681,AKAM,89.879997,0.012811,-0.00028
682,EXEL,16.014999,0.017114,-6.1e-05
683,REIS,22.99,0.02187,0.000518
684,FGB,3.2328,0.013985,-0.000221
685,HTNGF,0.65,0.011328,-0.000412
686,LCUT,8.66,0.022215,-0.000494
687,MATR,2.675,0.027448,-4.9e-05
688,NBIX,119.139999,0.015129,0.00039
689,NIM,9.15,0.006648,-0.000241
690,CMTDF,29.85,0.00993,-6.3e-05
691,BUD,59.555,0.013099,-0.000176
692,DAR,61.849998,0.018783,6e-05
693,SSTK,50.685001,0.020879,-0.000699
694,EVF,5.4,0.007068,-0.000289
695,HURN,75.739998,0.014875,0.000673
696,ARI,11.53,0.015645,-0.000327
697,GLMD,0.2976,0.042953,-0.002352
698,SFST,47.099998,0.01272,-4.6e-05
699,QBAK,2.25,0.034191,0.00036
700,GLDD,6.63,0.01627,-0.000951
701,PBI,4.22,0.024308,-0.000708
702,OLCLY,28.620899,0.018407,0.000157
703,NTES,68.555,0.025454,-0.000369
704,STRS,22.75,0.021551,9.6e-05
705,NTZ,6.68,0.03764,-0.000775
706,EGFEY,0.525,0.036016,0.000806
707,QBEIF,7.35,0.010855,-3.8e-05
708,BCMXY,13.95,0.011839,-0.000196
709,CHRW,96.010002,0.013129,0.000112
710,GBNK,20.75,0.011267,-0.000302
711,IP,36.330002,0.011805,-0.000576
712,AXTI,4.985,0.024686,-0.000752
713,BSET,17.5401,0.023856,-0.000304
714,ADPT,8.37,0.035866,-0.001495
715,EIG,42.18,0.012214,4.5e-05
716,TWO,16.1,0.015846,-0.000742
717,CTBI,46.669998,0.009652,0.000227
718,MGM,36.514999,0.020909,-2.2e-05
719,DCOM,32.48,0.01358,4.3e-05
720,BME,44.250999,0.008374,-0.000102
721,DTE,118.815002,0.00928,0.000125
722,DUAVF,168.906006,0.026747,0.000785
723,TXRH,97.410004,0.018291,0.00017
724,DST,83.989998,0.010819,0.000823
725,VMC,181.270004,0.013727,0.000152
726,EBTC,34.540001,0.016684,0.000194
727,PVNC,2.26,0.079057,0.004548
728,RCL,56.970001,0.027458,-0.000185
729,RCRRF,30.75,0.025409,-0.000325
730,BCLI,1.615,0.047982,-1.7e-05
731,PRKR,0.259,0.079625,0.000839
732,VLNSF,5.91,0.012258,-0.000363
733,TSLX,18.32,0.008351,-0.000227
734,MMD,16.51,0.008026,-0.000403
735,PBYI,4.48,0.037271,-0.000319
736,SOR,37.605,0.009574,-0.000226
737,BGC,26.35,0.006714,6.5e-05
738,AFLYY,1.36,0.038408,-0.001038
739,RBA,56.297501,0.01482,2.8e-05
740,FBHS,60.830002,0.015953,-0.000549
741,SHEN,18.25,0.025645,-0.001029
742,AAT,26.940001,0.012781,-0.000375
743,OSCUF,14.17,0.015078,-0.000545
744,PWCDF,24.120001,0.022142,-0.000225
745,SEOAY,14.99,0.0171,-0.000123
746,D,58.529999,0.009828,-0.000275
747,AMRN,1.175,0.033071,-0.00128
748,KRC,39.82,0.013314,-0.00068
749,AEE,89.440002,0.008998,0.000181
750,LEG,33.490002,0.014271,-0.000494
751,HIHO,2.35,0.029939,-0.000249
752,TREE,21.184999,0.030338,-0.002729
753,DLB,73.114998,0.011619,-0.000356
754,VNRFY,4.7,0.011404,-0.000112
755,HLIT,13.465,0.01998,0.000861
756,MGYR,12.75,0.010131,0.000207
757,CMOXF,34.583,0.007514,-0.000231
758,SBFG,16.639999,0.013361,-1.8e-05
759,AIAGF,84.480003,0.026728,0.000231
760,CFFN,8.23,0.011791,-0.000426
761,MET,72.160004,0.011647,0.000309
762,CNC,86.660004,0.014048,0.000321
763,IBKR,73.629997,0.014725,0.000255
764,XOMA,18.790001,0.033015,-0.000247
765,PKI,142.214996,0.015435,5e-06
766,GGG,67.779999,0.011261,-9.1e-05
767,JBT,91.910004,0.018484,-0.000431
768,IHG,61.669998,0.015623,1e-06
769,CBAY,4.05,0.027791,0.000266
770,SBGSF,144.070007,0.019713,6.2e-05
771,GPRO,5.325,0.020664,-0.000829
772,OMEX,3.5701,0.034006,-0.000226
773,BOSC,2.12,0.031424,-0.000334
774,ESPR,5.09,0.041224,-0.001116
775,CRC,41.27,0.021535,0.000639
776,JPC,7.4401,0.007177,-0.000381
777,CBNK,24.059999,0.013473,0.0003
778,BCS,7.875,0.016464,-0.000165
779,ARMK,41.630001,0.015048,0.000274
780,SFE,3.055,0.02363,-0.001019
781,GGE,3.2,0.062752,0.002533
782,JKHY,182.470001,0.011447,0.000207
783,FCN,162.710007,0.013769,0.00033
784,INTU,406.829987,0.01953,-6.7e-05
785,HSON,23.719999,0.028923,0.000799
786,KOTMY,15.2535,0.028515,-0.00054
787,EQIX,675.960022,0.014251,-0.000125
788,VTR,45.439999,0.013299,-0.000227
789,POOL,330.899994,0.017035,-0.000312
790,SURVF,1.1,0.010241,5.2e-05
791,HRZN,12.915,0.01235,-0.000327
792,WLKR,0.4987,0.030364,0.000729
793,WSBC,38.41,0.012726,0.000165
794,ALNY,234.860001,0.026728,0.000802
795,PZN,9.65,0.021566,8.2e-05
796,MTEX,22.940001,0.037651,0.000476
797,WIT,4.764,0.012836,-0.000577
798,NOK,4.875,0.014529,-2.7e-05
799,DOOR,73.110001,0.018148,-0.000443
800,IMMR,8.085,0.025437,0.000257
801,MEG,47.18,0.025085,0.000197
802,GCLMF,0.08,0.033122,0.000243
803,M,21.834999,0.026761,0.000561
804,WHLR,1.645,0.037529,-0.000848
805,MIY,11.54,0.00686,-0.000378
806,GSIG,46.012299,0.001615,-0.00012
807,TOELY,82.360001,0.02131,-0.000113
808,CIF,1.85,0.012489,-0.000739
809,MIN,2.8,0.005072,-0.000369
810,TMST,17.6,0.026827,0.000687
811,TTM,24.629999,0.018949,0.000275
812,VVR,3.85,0.005939,-0.000178
813,IPDN,0.5827,0.0425,-0.000523
814,QLYS,121.079903,0.01923,0.000434
815,IEX,235.979996,0.01097,0.000157
816,NTAP,64.82,0.015373,-0.000203
817,FFBC,24.969999,0.012983,0.000151
818,HSBC,30.43,0.013877,0.000154
819,GSEFF,58.900002,0.015284,-0.000483
820,ARCB,78.014999,0.022685,0.000613
821,MHVYF,40.0,0.014525,0.000516
822,CERS,3.925,0.025729,-0.000253
823,BCOR,23.620001,0.018063,0.000583
824,NVZMY,51.580002,0.01518,-0.000399
825,SSREY,22.924999,0.011654,8e-05
826,FRME,41.950001,0.012643,7.8e-05
827,SGSOF,2341.0,0.014015,-0.000286
828,TUIFF,1.76,0.034949,-0.000905
829,UTHR,278.790009,0.014227,0.000665
830,PERI,25.385201,0.025203,0.000573
831,BNGRF,60.799999,0.007921,-0.000515
832,NKSH,39.279999,0.010625,0.000172
833,PAAS,16.199301,0.02063,-0.000557
834,EPR-PC,19.07,0.008843,-0.000386
835,CAH,78.400002,0.012985,0.000499
836,HWBK,22.799999,0.012861,0.000137
837,EIX,66.120003,0.010841,0.00024
838,CAKE,32.299999,0.021747,-0.000458
839,RMBS,37.689999,0.016478,0.000789
840,SLM,16.74,0.016926,-0.000167
841,EGLE,50.709999,0.025217,0.000485
842,EFT,11.344,0.007656,-0.000295
843,PZE,11.33,0.01875,0.001321
844,CMWAY,71.230003,0.016912,9.1e-05
845,SSNC,51.880001,0.011882,-0.000402
846,PDT,13.31,0.009503,-0.000294
847,KMAAF,242.0,0.0,0.0
848,BAC,32.555,0.013821,-0.000238
849,ESRX,92.330002,0.012999,0.00064
850,SGFEF,329.660004,0.009347,0.000137
851,SPWH,9.81,0.019958,-0.000615
852,IMHDF,7.815,0.00333,4.4e-05
853,CHCO,94.790001,0.010216,0.000353
854,TCLCF,11.9476,0.01348,-0.000598
855,PMD,5.355,0.018686,-0.000196
856,EVT,23.829599,0.009486,-0.000166
857,LNT,55.794998,0.010109,3.9e-05
858,STWD,20.0137,0.011637,-0.000313
859,WASH,48.243301,0.011102,-4.5e-05
860,KOF,66.055,0.01057,0.000359
861,RDNT,19.575001,0.021418,-0.000543
862,TPL,2514.919922,0.021705,0.000842
863,WDAY,172.270004,0.019715,-0.000234
864,JFR,8.2874,0.006648,-0.000235
865,WRB,73.264999,0.010801,0.000564
866,PETS,18.98,0.020232,-0.000594
867,HII,233.910004,0.011169,0.000196
868,IDLLF,32.009998,0.008059,-0.000379
869,HPS,14.2092,0.007875,-0.000376
870,PG,151.682495,0.008894,0.000197
871,HKHHY,38.509998,0.014051,-0.000281
872,SPE,11.97,0.008179,-0.000288
873,PBF,33.57,0.032953,0.001633
874,CODI,17.559999,0.016289,-0.000391
875,LUNA,7.94,0.0251,-0.000113
876,GNCMA,36.279999,0.019889,0.001511
877,JYNT,14.6796,0.036912,-0.001724
878,IPWR,10.2338,0.040297,0.000482
879,SVNDY,20.325001,0.017593,-1.9e-05
880,UNCFF,13.3421,0.027703,0.000546
881,MHF,6.555,0.007977,-0.000358
882,NYRT,14.18,0.031977,-0.001964
883,MONDY,35.595001,0.018344,-0.00041
884,ENTA,41.5,0.026328,0.000245
885,MAA,160.854996,0.011058,-1e-05
886,NSC,248.529999,0.012372,-3.3e-05
887,IPAR,97.089996,0.015307,0.000516
888,SHERF,0.3703,0.040645,0.000653
889,HNLGF,1.54,0.014023,-0.000587
890,MERC,12.16,0.01848,0.000113
891,ABC,166.059998,0.010878,0.000545
892,NCLTF,114.925003,0.026004,-0.0003
893,SBUX,101.965897,0.014059,-4.7e-05
894,RVNC,22.285,0.034613,0.000166
895,NCTKF,24.219999,0.016696,-0.000497
896,BNPQY,27.75,0.017619,-3.1e-05
897,ABCD,14.48,0.022842,0.001751
898,GLBZ,9.25,0.021569,-0.000175
899,SMTOY,11.43,0.018489,-0.000207
900,AEP,97.025002,0.009702,0.000224
901,DXYN,1.0601,0.037092,-0.000929
902,EQR,62.619999,0.010895,-0.000242
903,NLST,1.22,0.048782,-0.000402
904,TWI,13.64,0.028829,0.001059
905,ADM,92.160004,0.012618,0.000651
906,ADERY,60.549999,0.01405,-0.000326
907,POWL,36.404999,0.019522,0.000419
908,AEIS,91.529999,0.018875,-8.6e-05
909,PYN,7.4205,0.013105,-0.000408
910,SAR,26.799999,0.012254,5.2e-05
911,SAFT,84.377502,0.010548,0.00014
912,CHDRY,190.0,0.025067,0.000738
913,OAOFY,9.55,0.029709,-0.001627
914,ARKR,18.299999,0.017419,5.8e-05
915,HMN,37.150002,0.01149,4.4e-05
916,RANKF,1.055,0.022203,-0.001091
917,NBR,139.539993,0.033389,0.000796
918,KIM,21.695,0.01384,0.000135
919,FFKT,56.900002,0.01492,0.000659
920,BMRA,3.85,0.038556,0.000621
921,STC,43.0,0.014373,-0.000294
922,FMY,11.77,0.008951,-0.000178
923,LYV,72.5,0.020985,-5.4e-05
924,AMNB,37.330002,0.012708,0.000305
925,EPAM,346.950012,0.033909,4.7e-05
926,ACAD,15.23,0.030356,-0.000206
927,VSEC,44.874802,0.018704,2e-05
928,WWNTF,0.71,0.013061,4.7e-05
929,EMCF,33.099998,0.020194,0.000357
930,MCR,6.5536,0.00718,-0.000362
931,TEPCY,5.83,0.008549,-0.000498
932,CBI,0.05,0.067271,0.000758
933,PMX,9.13,0.009239,-0.000462
934,RUSHA,49.59,0.014904,0.000297
935,PCRX,46.099998,0.017324,-0.00021
936,RYI,30.24,0.028497,0.0014
937,KRYPF,1.86,0.013601,-0.000664
938,IIIN,28.030001,0.018096,-4.5e-05
939,MYC,13.84,0.006903,1.8e-05
940,TSLA,172.190002,0.0275,6e-06
941,TGTX,8.0,0.053025,-0.000814
942,WAWL,3.95,0.02626,-5e-06
943,UABK,35.700001,0.022783,0.001276
944,NRP,43.526001,0.018982,0.001159
945,CHFN,24.91,0.012196,0.000423
946,PCYO,10.54,0.015483,-0.000243
947,DNB,12.965,0.015448,-0.000558
948,REX,29.82,0.022762,0.00024
949,OMRNY,51.067501,0.016431,-0.000467
950,RWLK,0.8646,0.038131,-0.000199
951,PAHC,12.7552,0.016933,-0.001029
952,APA,43.73,0.026322,0.001293
953,HIBB,67.879997,0.028478,-3.3e-05
954,KBDCY,13.75,0.037939,0.001158
955,AWRE,1.74,0.026817,-0.000681
956,CVGW,34.018398,0.018574,-0.000683
957,TXT,71.660004,0.013992,0.000149
958,HLF,12.79,0.022464,-0.001692
959,BKHYY,46.41,0.025969,0.000475
960,DAVE,0.3497,0.055525,-0.003037
961,FN,131.789993,0.017212,0.000584
962,HTZ,16.1,0.035544,-7.6e-05
963,FLT,187.300003,0.014757,-0.000322
964,CSBR,6.5688,0.022482,-0.000319
965,KTCC,4.7199,0.016945,-0.000307
966,WAYN,26.1,0.012382,9.9e-05
967,CYBR,137.320007,0.024185,0.000351
968,RCI,44.25,0.009739,-0.000204
969,AXTA,25.634001,0.014639,-0.000136
970,EXLS,180.240005,0.014313,0.000818
971,JGSMY,15.46,0.012998,-0.000397
972,BSI,43400.0,0.036522,0.003054
973,SEAC,0.3948,0.060897,0.000286
974,JRI,11.934,0.008496,-0.000375
975,MEOH,36.709999,0.020305,0.000323
976,TESS,5.035,0.027625,7.9e-05
977,EVR,107.790001,0.016314,-0.000245
978,FCF,14.34,0.011906,9.6e-05
979,ANGI,1.97,0.032404,-0.002113
980,VICR,54.529999,0.027184,-0.000554
981,GALT,1.1536,0.038019,-0.0007
982,LTRE,1.0,0.025507,0.000719
983,SPTN,31.895,0.014654,0.00081
984,DMFG,35.75,0.013736,-0.000766
985,TPZ,13.0,0.009983,-2.8e-05
986,WING,155.470001,0.025872,0.000327
987,AHL,42.740002,0.012729,4e-06
988,IDRA,0.2936,0.048611,-0.000724
989,SMFG,6.7875,0.009399,1.4e-05
990,FLIC,18.405001,0.011777,-0.000132
991,TW,65.57,0.013091,-0.000282
992,GLAD,9.8801,0.011976,-0.000145
993,CAF,14.0801,0.009129,-0.000621
994,PFE,52.220001,0.012971,0.000464
995,DVA,75.165001,0.017919,-0.000507
996,NTOIY,23.952499,0.020338,-0.000143
997,BIOC,0.6402,0.03213,-0.002106
998,DWCH,13.1,0.02376,0.000722
999,CLFD,105.209999,0.029667,0.00183
1000,SBAC,289.049988,0.013819,-4.4e-05
1001,EXAC,49.25,0.017508,0.00096
1002,SLAB,141.259995,0.019987,0.000101
1003,KTOS,9.19,0.021875,-0.001318
1004,SMFKY,36.75,0.018844,-0.000405
1005,ACST,0.3535,0.034699,-0.002948
1006,BMRC,33.77,0.012241,0.000131
1007,SIRI,6.12,0.010567,-4.1e-05
1008,ROP,432.940002,0.010847,-5.5e-05
1009,APAJF,7.35,0.015015,0.000248
1010,GBERY,48.037998,0.013474,-0.000517
1011,VOD,10.695,0.012378,-0.000561
1012,DRIV,21.981199,0.013993,-0.00025
1013,ASPN,11.795,0.038969,-0.000717
1014,AWH,0.3301,0.052232,-0.002484
1015,HAYN,48.68,0.02126,0.000659
1016,WRTBF,8.52,0.023882,-0.000345
1017,MHK,101.5,0.019864,-0.000713
1018,QNST,12.8,0.027842,-0.000124
1019,MPA,11.14,0.009266,-0.000444
1020,MTDR,56.549999,0.02701,0.000957
1021,KBCSY,29.344999,0.016912,-0.000243
1022,SSUMY,16.280001,0.018621,0.000448
1023,GJNSF,19.99,0.008438,-0.000154
1024,BLMN,21.445,0.022318,-7.5e-05
1025,EVN,10.17,0.006385,-0.000425
1026,HDNG,18.5,0.014453,0.000732
1027,LPCN,0.4199,0.031378,-0.001157
1028,BGR,12.01,0.012295,0.000324
1029,RJF,113.610001,0.014337,0.000455
1030,WD,81.454697,0.016154,-0.00021
1031,WNC,24.34,0.019093,0.000805
1032,ALKS,24.575001,0.018158,0.000147
1033,SWKS,94.510002,0.017234,-0.000801
1034,FAST,51.130001,0.011833,4.5e-05
1035,YMDAF,2.99,0.014607,-0.000542
1036,CTQ,25.42,0.003224,-4.4e-05
1037,UA,8.94,0.023203,-0.000749
1038,MTX,60.904999,0.013652,-0.000268
1039,ASTC,10.41,0.027425,-0.001444
1040,ARC,2.915,0.022616,0.000673
1041,HCMLY,10.3,0.01321,-0.000113
1042,TNDM,43.77,0.025806,-0.000765
1043,PFIN,5.15,0.02101,-0.000146
1044,RGT,9.08,0.012273,-0.000618
1045,ORKLY,6.91,0.011806,-0.000461
1046,NL,6.94,0.024189,0.000423
1047,TROW,120.055,0.016192,-0.000568
1048,HTHT,42.009998,0.030741,0.000137
1049,UBSI,41.150002,0.012684,0.000235
1050,IVTJF,4.59,0.010103,0.000156
1051,MDWD,1.275,0.034323,-0.001011
1052,ILMN,206.710007,0.020641,-0.000914
1053,AGRO,7.42,0.020796,-0.000213
1054,GERN,2.325,0.032785,0.001165
1055,DITTF,103.0,0.01073,-3.4e-05
1056,MDC,32.049999,0.018594,-0.000482
1057,ASB,23.0,0.013997,0.000245
1058,PTC,123.68,0.017064,-5.3e-05
1059,VIDE,2.55,0.066346,0.003052
1060,AFMD,1.255,0.034152,-0.001868
1061,RFP,21.025,0.028735,0.001172
1062,FRZCF,1.485,0.009241,-0.000182
1063,EXR,157.179993,0.013129,2e-05
1064,BTZ,10.48,0.007304,-0.000529
1065,LOCO,10.635,0.018047,-0.000592
1066,ECYT,23.99,0.050666,0.005127
1067,REXR,54.830002,0.012055,1.7e-05
1068,AEL,39.77,0.019189,0.000464
1069,RARE,40.860001,0.023694,-0.000862
1070,LRCDF,24.73,0.01472,-0.000388
1071,ENB,39.110001,0.00977,4e-06
1072,SPH,16.174999,0.01052,0.000118
1073,FOSUF,0.75,0.027187,-0.000552
1074,OXY,64.285004,0.024869,0.001229
1075,ESI,18.834999,0.015731,-0.000197
1076,SPWR,22.514999,0.033328,0.000213
1077,FARO,31.360001,0.020179,-0.001062
1078,HACBY,35.139999,0.011475,0.000211
1079,SAXPF,50.349998,0.010543,0.000197
1080,CNCE,4.71,0.03312,0.000752
1081,RNWK,0.722,0.03114,-0.001138
1082,NE,34.985001,0.022137,0.000684
1083,FNLC,29.77,0.012873,0.0001
1084,CGEN,0.9897,0.036779,-0.002186
1085,MYJ,13.94,0.00539,5.6e-05
1086,GRPN,7.0,0.036577,-0.001863
1087,CCOHF,1.0,0.044687,0.001894
1088,SYNA,100.529999,0.025326,-0.00026
1089,RIGL,0.929,0.048076,-0.001006
1090,CUBI,29.84,0.02248,-0.000136
1091,YWGRF,0.025,0.0,0.0
1092,OFLX,107.591003,0.019786,-0.00027
1093,DMB,11.425,0.010086,-0.000299
1094,ASRV,4.0175,0.013122,0.000141
1095,DNFGY,28.0,0.013963,-0.000554
1096,ASBRF,31.84,0.013077,-0.000516
1097,CEQP,27.625,0.015738,8e-06
1098,KAR,13.49,0.02703,-1.7e-05
1099,FWRD,107.845001,0.015111,0.000348
1100,MRPRF,9.715,0.021104,0.000164
1101,PLXS,107.269997,0.01251,0.000293
1102,AHH,11.99,0.012398,-7.6e-05
1103,REG,65.339996,0.012274,8.6e-05
1104,LINC,5.53,0.020452,-0.000297
1105,USM,20.24,0.015119,-0.000684
1106,BPIRY,1.22,0.051437,0.000775
1107,TSN,63.509998,0.010714,-0.000149
1108,VRSK,181.779999,0.011082,9.9e-05
1109,IRDM,50.990002,0.017897,0.000477
1110,FEIM,5.4,0.021338,-0.00058
1111,SNPS,333.605011,0.01703,0.000399
1112,SGHIY,15.35,0.007537,7.3e-05
1113,KYN,8.505,0.013303,9e-06
1114,WLK,107.470001,0.016931,0.000368
1115,KTWO,27.5,0.018232,0.00041
1116,SBRA,12.535,0.014759,-0.000417
1117,EGF,9.67,0.007041,-0.000378
1118,FCX,38.174999,0.02255,0.000294
1119,SFNC,21.15,0.014013,-0.000357
1120,NSL,4.7719,0.006327,-0.000264
1121,BEN,26.715,0.015778,-0.000134
1122,ACOR,0.5699,0.060256,-0.001051
1123,FULT,17.209999,0.012642,0.000189
1124,ICUI,153.889999,0.0169,-0.000271
1125,R,84.639999,0.016563,0.000279
1126,WNDLF,92.5,0.016414,-0.000433
1127,SCCO,59.950001,0.016544,6.5e-05
1128,UDR,39.849998,0.011237,-0.000236
1129,HLX,6.025,0.027973,0.000429
1130,RHI,74.144997,0.016509,-0.000119
1131,SSAAY,3.0,0.028509,0.000709
1132,OSBC,17.02,0.013042,0.0005
1133,BIIB,286.130005,0.019573,-8e-05
1134,BFZ,10.985,0.00611,-0.000408
1135,LWAY,6.74,0.028329,0.00065
1136,NXRT,45.709999,0.014938,-0.000148
1137,MATW,30.860001,0.013726,-0.000102
1138,RXDX,108.739998,0.052699,0.003302
1139,CACC,469.98999,0.020722,0.000266
1140,RM,29.3235,0.017787,-0.000485
1141,CCF,94.300003,0.014576,-4.6e-05
1142,CESTF,0.28,0.013188,-0.00068
1143,AVT,43.07,0.013192,0.00018
1144,IRMD,27.900299,0.025356,0.000226
1145,DNTUF,31.99,0.011873,-5.3e-05
1146,CMGGF,1.32,0.013768,-0.0004
1147,C-PK,25.07,0.004657,-0.000172
1148,MTPOF,0.8405,0.011957,-2.2e-05
1149,BDORY,6.2425,0.018764,0.00015
1150,HTBI,24.73,0.010476,-0.000133
1151,ULBI,4.31,0.022549,-0.00064
1152,TGH,30.4,0.016742,4e-06
1153,AIRT,24.24,0.032315,0.000505
1154,IUTSF,23.08,0.008677,-6.2e-05
1155,THR,19.530001,0.014564,0.000291
1156,GGAL,7.6273,0.022244,9.9e-05
1157,GNZUF,0.69,0.027318,-6e-06
1158,IAC,45.965,0.020732,-0.00144
1159,SKYS,7.17,0.050379,0.003211
1160,SMLR,30.57,0.030588,-0.001359
1161,HPQ,28.645,0.016209,5.2e-05
1162,WRK,36.27,0.014766,-0.000419
1163,ELS,64.769997,0.011484,-0.000126
1164,AVD,22.530001,0.018735,0.000508
1165,TCPTF,0.9902,0.0,0.0
1166,TSBK,33.994999,0.007786,0.000277
1167,TTEK,152.520004,0.015237,0.000398
1168,BFK,10.17,0.00723,-0.000555
1169,ADMA,3.635,0.032577,0.001663
1170,CM,41.866699,0.010354,-0.000382
1171,CYD,7.5899,0.017857,-0.000879
1172,AMBA,78.434998,0.031815,9.4e-05
1173,SBGI,17.51,0.02046,-0.000639
1174,CSL,249.770004,0.013799,0.000456
1175,AKBA,0.3492,0.057732,-0.001632
1176,CTXAY,37.075001,0.031483,0.000289
1177,FREE,4.12,0.0223,-0.001461
1178,EC,9.13,0.018706,-0.000492
1179,WTKWY,110.540001,0.011243,0.000185
1180,ABM,45.674999,0.014943,0.000145
1181,DAIO,3.79,0.029049,-0.000375
1182,HOT,77.050003,0.012817,-4.9e-05
1183,SMP,35.935001,0.013583,-0.000179
1184,FRPH,59.0,0.013639,0.000156
1185,NVDA,171.285004,0.026166,0.000116
1186,CPLA,104.0,0.01385,0.000503
1187,ALBKY,0.2268,0.053547,0.001097
1188,SGMA,4.9,0.040888,0.000808
1189,ULTR,47.5406,0.002881,-5.2e-05
1190,HIG,74.669998,0.011413,0.000305
1191,CIR,26.443001,0.02415,2.3e-05
1192,SJR,26.73,0.010199,-5.7e-05
1193,BCBHF,0.55,0.026697,0.000545
1194,NEM,45.764999,0.016091,-0.000305
1195,ESNT,37.970001,0.013399,-0.000164
1196,SAL,30.5,0.016932,0.000375
1197,CMLS,7.0823,0.026844,-0.000612
1198,WTW,244.220001,0.011497,0.000142
1199,JWN,17.610001,0.029386,-0.000567
1200,DXPE,25.795,0.019325,-0.000192
1201,CWBC,14.781,0.013479,0.000245
1202,EXPO,103.059998,0.012894,0.000257
1203,GBCI,54.625,0.014254,6.9e-05
1204,RBCN,1.89,0.056424,-0.00062
1205,PMT,14.46,0.01455,-0.00041
1206,HRL,46.740002,0.008959,1.6e-05
1207,BWMG,0.0156,0.083663,0.00221
1208,EAT,34.02,0.026998,-0.000444
1209,PRIM,21.219999,0.018255,-0.000291
1210,HRNNF,27.290001,0.00945,0.000207
1211,UOVEY,45.799999,0.017417,0.000391
1212,USB,43.110001,0.012689,-0.000316
1213,ALGT,73.769997,0.020562,-0.001138
1214,CMRX,1.955,0.049197,-0.000843
1215,DWSN,2.17,0.041409,0.000594
1216,NDAQ,63.990002,0.011154,0.000181
1217,QRVO,97.925003,0.018974,-0.000751
1218,OSIS,84.900002,0.010697,-0.000174
1219,PM,101.949997,0.01011,7.9e-05
1220,CMI,239.470001,0.012721,6.6e-05
1221,NEU,314.429993,0.012279,5.9e-05
1222,RSYS,1.72,0.047854,0.000133
1223,GLOB,179.846207,0.025029,6e-05
1224,PTTTS,7.2,0.030496,0.000206
1225,CHRS,7.025,0.026069,-0.000629
1226,RNECY,4.705,0.025118,0.00016
1227,GRSXY,19.610001,0.012464,0.000539
1228,LEO,6.2312,0.007032,-0.000485
1229,GHI,18.790001,0.011945,-4.1e-05
1230,SHOO,33.080002,0.018486,-0.00021
1231,MCK,373.959991,0.010678,0.000965
1232,HBI,6.345,0.018245,-0.00132
1233,PNNT,5.89,0.011097,-0.000131
1234,MPAA,10.46,0.020894,-0.00084
1235,DLTR,143.720001,0.017389,0.000649
1236,PGRE,5.925,0.017668,-0.000589
1237,RYAAY,78.139999,0.019961,-0.000264
1238,SGBLY,9.71,0.018477,0.000309
1239,QCOM,119.379997,0.018844,-4.9e-05
1240,TSCO,214.425003,0.014607,0.000288
1241,JMBA,13.01,0.017519,0.000729
1242,SINGY,8.105,0.015961,0.00028
1243,FRBA,14.99,0.012704,0.000213
1244,ESCR,18.415001,0.004727,-0.000247
1245,PLBC,36.619999,0.017957,0.000316
1246,MMT,4.5522,0.007507,-0.000406
1247,GILD,87.860001,0.009683,0.000375
1248,HYUHF,27.24,0.005647,-0.000284
1249,BDX,250.179993,0.01022,0.000105
1250,RHDGF,0.135,0.089427,0.002349
1251,IGD,5.375,0.007441,-0.000121
1252,PMO,10.81,0.008213,-0.000345
1253,NAUH,0.1,0.070617,0.002032
1254,PFS,21.85,0.012143,-5e-06
1255,OFS,10.67,0.014836,0.000214
1256,MUE,10.1817,0.009326,-0.000413
1257,KEYS,181.119995,0.012938,0.00031
1258,AMRS,1.5412,0.055222,-0.001763
